Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
IvElementSoulJoe,entityclasses,Entity,,,Mutated Soul Eater Joe,,,,,,変異魂イーター ジョー,,,,,,突变蚀魂型乔伊,突變蝕魂型喬伊,
IvElementFireSteve,entityclasses,Entity,,,Mutated Flame Steve,,,,,,変異炎 スティーブ,,,,,,突变火焰型史蒂夫,突變火焰型史蒂夫,
IvElementElectricSteve,entityclasses,Entity,,,Mutated Shock Steve,,,,,,変異ショック スティーブ,,,,,,突变电击型史蒂夫,突變電擊型史蒂夫,
IvElementToxicSteve,entityclasses,Entity,,,Mutated Toxic Steve,,,,,,変異毒性 スティーブ,,,,,,突变剧毒型史蒂夫,突變劇毒型史蒂夫,
IvElementFrostSteve,entityclasses,Entity,,,Mutated Frozen Steve,,,,,,変異フローズン スティーブ,,,,,,突变冰冻型史蒂夫,突變冰凍型史蒂夫,
IvElementSoulSteve,entityclasses,Entity,,,Mutated Soul Eater Steve,,,,,,変異魂イーター スティーブ,,,,,,突变蚀魂型史蒂夫,突變蝕魂型史蒂夫,
IvElementFireTomClark,entityclasses,Entity,,,Mutated Flame Tom Clark,,,,,,変異炎 トム・クラーク,,,,,,突变火焰型汤姆克拉克,突變火焰型湯姆克拉克,
IvElementElectricTomClark,entityclasses,Entity,,,Mutated Shock Tom Clark,,,,,,変異ショック トム・クラーク,,,,,,突变电击型汤姆克拉克,突變電擊型湯姆克拉克,
IvElementToxicTomClark,entityclasses,Entity,,,Mutated Toxic Tom Clark,,,,,,変異毒性 トム・クラーク,,,,,,突变剧毒型汤姆克拉克,突變劇毒型湯姆克拉克,
IvElementFrostTomClark,entityclasses,Entity,,,Mutated Frozen Tom Clark,,,,,,変異フローズン トム・クラーク,,,,,,突变冰冻型汤姆克拉克,突變冰凍型湯姆克拉克,
IvElementSoulTomClark,entityclasses,Entity,,,Mutated Soul Eater Tom Clark,,,,,,変異魂イーター トム・クラーク,,,,,,突变蚀魂型汤姆克拉克,突變蝕魂型湯姆克拉克,
IvElementFireBusinessMan,entityclasses,Entity,,,Mutated Flame Businessman,,,,,,変異炎 ビジネスマン,,,,,,突变火焰型商人,突變火焰型商人,
IvElementElectricBusinessMan,entityclasses,Entity,,,Mutated Shock Businessman,,,,,,変異ショック ビジネスマン,,,,,,突变电击型商人,突變電擊型商人,
IvElementToxicBusinessMan,entityclasses,Entity,,,Mutated Toxic Businessman,,,,,,変異毒性 ビジネスマン,,,,,,突变剧毒型商人,突變劇毒型商人,
IvElementFrostBusinessMan,entityclasses,Entity,,,Mutated Frozen Businessman,,,,,,変異フローズン ビジネスマン,,,,,,突变冰冻型商人,突變冰凍型商人,
IvElementSoulBusinessMan,entityclasses,Entity,,,Mutated Soul Eater Businessman,,,,,,変異魂イーター ビジネスマン,,,,,,突变蚀魂型商人,突變蝕魂型商人,
IvElementFireBurnt,entityclasses,Entity,,,Mutated Flame Burnt,,,,,,変異炎 焦げたゾンビ,,,,,,突变火焰型灼烧者,突變火焰型灼燒者,
IvElementElectricBurnt,entityclasses,Entity,,,Mutated Shock Burnt,,,,,,変異ショック 焦げたゾンビ,,,,,,突变电击型灼烧者,突變電擊型灼燒者,
IvElementToxicBurnt,entityclasses,Entity,,,Mutated Toxic Burnt,,,,,,変異毒性 焦げたゾンビ,,,,,,突变剧毒型灼烧者,突變劇毒型灼燒者,
IvElementFrostBurnt,entityclasses,Entity,,,Mutated Frozen Burnt,,,,,,変異フローズン 焦げたゾンビ,,,,,,突变冰冻型灼烧者,突變冰凍型灼燒者,
IvElementSoulBurnt,entityclasses,Entity,,,Mutated Soul Eater Burnt,,,,,,変異魂イーター 焦げたゾンビ,,,,,,突变蚀魂型灼烧者,突變蝕魂型灼燒者,
IvElementFireBoe,entityclasses,Entity,,,Mutated Flame Boe,,,,,,変異炎 ボウ,,,,,,突变火焰型Boe,突變火焰型Boe,
IvElementElectricBoe,entityclasses,Entity,,,Mutated Shock Boe,,,,,,変異ショック ボウ,,,,,,突变电击型Boe,突變電擊型Boe,
IvElementToxicBoe,entityclasses,Entity,,,Mutated Toxic Boe,,,,,,変異毒性 ボウ,,,,,,突变剧毒型Boe,突變劇毒型Boe,
IvElementFrostBoe,entityclasses,Entity,,,Mutated Frozen Boe,,,,,,変異フローズン ボウ,,,,,,突变冰冻型Boe,突變冰凍型Boe,
IvElementSoulBoe,entityclasses,Entity,,,Mutated Soul Eater Boe,,,,,,変異魂イーター ボウ,,,,,,突变蚀魂型Boe,突變蝕魂型Boe,
IvElementFireJanitor,entityclasses,Entity,,,Mutated Flame Janitor,,,,,,変異炎 用務員,,,,,,突变火焰型看门人,突變火焰型看門人,
IvElementElectricJanitor,entityclasses,Entity,,,Mutated Shock Janitor,,,,,,変異ショック 用務員,,,,,,突变电击型看门人,突變電擊型看門人,
IvElementToxicJanitor,entityclasses,Entity,,,Mutated Toxic Janitor,,,,,,変異毒性 用務員,,,,,,突变剧毒型看门人,突變劇毒型看門人,
IvElementFrostJanitor,entityclasses,Entity,,,Mutated Frozen Janitor,,,,,,変異フローズン 用務員,,,,,,突变冰冻型看门人,突變冰凍型看門人,
IvElementSoulJanitor,entityclasses,Entity,,,Mutated Soul Eater Janitor,,,,,,変異魂イーター 用務員,,,,,,突变蚀魂型看门人,突變蝕魂型看門人,
IvElementFireMoe,entityclasses,Entity,,,Mutated Flame Moe,,,,,,変異炎 モー,,,,,,突变火焰型Moe,突變火焰型Moe,
IvElementElectricMoe,entityclasses,Entity,,,Mutated Shock Moe,,,,,,変異ショック モー,,,,,,突变电击型Moe,突變電擊型Moe,
IvElementToxicMoe,entityclasses,Entity,,,Mutated Toxic Moe,,,,,,変異毒性 モー,,,,,,突变剧毒型Moe,突變劇毒型Moe,
IvElementFrostMoe,entityclasses,Entity,,,Mutated Frozen Moe,,,,,,変異フローズン モー,,,,,,突变冰冻型Moe,突變冰凍型Moe,
IvElementSoulMoe,entityclasses,Entity,,,Mutated Soul Eater Moe,,,,,,変異魂イーター モー,,,,,,突变蚀魂型Moe,突變蝕魂型Moe,
IvElementFireLab,entityclasses,Entity,,,Mutated Flame Lab Worker,,,,,,変異炎 研究員,,,,,,突变火焰型研究员,突變火焰型研究員,
IvElementElectricLab,entityclasses,Entity,,,Mutated Shock Lab Worker,,,,,,変異ショック 研究員,,,,,,突变电击型研究员,突變電擊型研究員,
IvElementToxicLab,entityclasses,Entity,,,Mutated Toxic Lab Worker,,,,,,変異毒性 研究員,,,,,,突变剧毒型研究员,突變劇毒型研究員,
IvElementFrostLab,entityclasses,Entity,,,Mutated Frozen Lab Worker,,,,,,変異フローズン 研究員,,,,,,突变冰冻型研究员,突變冰凍型研究員,
IvElementSoulLab,entityclasses,Entity,,,Mutated Soul Eater Lab Worker,,,,,,変異魂イーター 研究員,,,,,,突变蚀魂型研究员,突變蝕魂型研究員,
IvElementFireDarlene,entityclasses,Entity,,,Mutated Flame Darlene,,,,,,変異炎 ダーリーン,,,,,,突变火焰型达琳,突變火焰型達琳,
IvElementElectricDarlene,entityclasses,Entity,,,Mutated Shock Darlene,,,,,,変異ショック ダーリーン,,,,,,突变电击型达琳,突變電擊型達琳,
IvElementToxicDarlene,entityclasses,Entity,,,Mutated Toxic Darlene,,,,,,変異毒性 ダーリーン,,,,,,突变剧毒型达琳,突變劇毒型達琳,
IvElementFrostDarlene,entityclasses,Entity,,,Mutated Frozen Darlene,,,,,,変異フローズン ダーリーン,,,,,,突变冰冻型达琳,突變冰凍型達琳,
IvElementSoulDarlene,entityclasses,Entity,,,Mutated Soul Eater Darlene,,,,,,変異魂イーター ダーリーン,,,,,,突变蚀魂型达琳,突變蝕魂型達琳,
IvElementFireYo,entityclasses,Entity,,,Mutated Flame Yo,,,,,,変異炎 ヨー,,,,,,突变火焰型Yo,突變火焰型Yo,
IvElementElectricYo,entityclasses,Entity,,,Mutated Shock Yo,,,,,,変異ショック ヨー,,,,,,突变电击型Yo,突變電擊型Yo,
IvElementToxicYo,entityclasses,Entity,,,Mutated Toxic Yo,,,,,,変異毒性 ヨー,,,,,,突变剧毒型Yo,突變劇毒型Yo,
IvElementFrostYo,entityclasses,Entity,,,Mutated Frozen Yo,,,,,,変異フローズン ヨー,,,,,,突变冰冻型Yo,突變冰凍型Yo,
IvElementSoulYo,entityclasses,Entity,,,Mutated Soul Eater Yo,,,,,,変異魂イーター ヨー,,,,,,突变蚀魂型Yo,突變蝕魂型Yo,
IvElementFireUtilityWorker,entityclasses,Entity,,,Mutated Flame Utility Worker,,,,,,変異炎 作業員,,,,,,突变火焰型作业员,突變火焰型作業員,
IvElementElectricUtilityWorker,entityclasses,Entity,,,Mutated Shock Utility Worker,,,,,,変異ショック 作業員,,,,,,突变电击型作业员,突變電擊型作業員,
IvElementToxicUtilityWorker,entityclasses,Entity,,,Mutated Toxic Utility Worker,,,,,,変異毒性 作業員,,,,,,突变剧毒型作业员,突變劇毒型作業員,
IvElementFrostUtilityWorker,entityclasses,Entity,,,Mutated Frozen Utility Worker,,,,,,変異フローズン 作業員,,,,,,突变冰冻型作业员,突變冰凍型作業員,
IvElementSoulUtilityWorker,entityclasses,Entity,,,Mutated Soul Eater Utility Worker,,,,,,変異魂イーター 作業員,,,,,,突变蚀魂型作业员,突變蝕魂型作業員,
IvElementFireMaleHazmat,entityclasses,Entity,,,Mutated Flame Hazmat,,,,,,変異炎 危険物処理班,,,,,,突变火焰型危机物处理员,突變火焰型危機物處理員,
IvElementElectricMaleHazmat,entityclasses,Entity,,,Mutated Shock Hazmat,,,,,,変異ショック 危険物処理班,,,,,,突变电击型危机物处理员,突變電擊型危機物處理員,
IvElementToxicMaleHazmat,entityclasses,Entity,,,Mutated Toxic Hazmat,,,,,,変異毒性 危険物処理班,,,,,,突变剧毒型危机物处理员,突變劇毒型危機物處理員,
IvElementFrostMaleHazmat,entityclasses,Entity,,,Mutated Frozen Hazmat,,,,,,変異フローズン 危険物処理班,,,,,,突变冰冻型危机物处理员,突變冰凍型危機物處理員,
IvElementSoulMaleHazmat,entityclasses,Entity,,,Mutated Soul Eater Hazmat,,,,,,変異魂イーター 危険物処理班,,,,,,突变蚀魂型危机物处理员,突變蝕魂型危機物處理員,
IvElementFireBiker,entityclasses,Entity,,,Mutated Flame Biker,,,,,,変異炎 バイカー,,,,,,突变火焰型摩托车手,突變火焰型摩托車手,
IvElementElectricBiker,entityclasses,Entity,,,Mutated Shock Biker,,,,,,変異ショック バイカー,,,,,,突变电击型摩托车手,突變電擊型摩托車手,
IvElementToxicBiker,entityclasses,Entity,,,Mutated Toxic Biker,,,,,,変異毒性 バイカー,,,,,,突变剧毒型摩托车手,突變劇毒型摩托車手,
IvElementFrostBiker,entityclasses,Entity,,,Mutated Frozen Biker,,,,,,変異フローズン バイカー,,,,,,突变冰冻型摩托车手,突變冰凍型摩托車手,
IvElementSoulBiker,entityclasses,Entity,,,Mutated Soul Eater Biker,,,,,,変異魂イーター バイカー,,,,,,突变蚀魂型摩托车手,突變蝕魂型摩托車手,
IvElementFireLumberjack,entityclasses,Entity,,,Mutated Flame Lumberjack,,,,,,変異炎 木こり,,,,,,突变火焰型伐木工,突變火焰型伐木工,
IvElementElectricLumberjack,entityclasses,Entity,,,Mutated Shock Lumberjack,,,,,,変異ショック 木こり,,,,,,突变电击型伐木工,突變電擊型伐木工,
IvElementToxicLumberjack,entityclasses,Entity,,,Mutated Toxic Lumberjack,,,,,,変異毒性 木こり,,,,,,突变剧毒型伐木工,突變劇毒型伐木工,
IvElementFrostLumberjack,entityclasses,Entity,,,Mutated Frozen Lumberjack,,,,,,変異フローズン 木こり,,,,,,突变冰冻型伐木工,突變冰凍型伐木工,
IvElementSoulLumberjack,entityclasses,Entity,,,Mutated Soul Eater Lumberjack,,,,,,変異魂イーター 木こり,,,,,,突变蚀魂型伐木工,突變蝕魂型伐木工,
IvElementFireFemaleFat,entityclasses,Entity,,,Mutated Flame Big Momma,,,,,,変異炎 ビッグママ,,,,,,突变火焰型大妈,突變火焰型大媽,
IvElementElectricFemaleFat,entityclasses,Entity,,,Mutated Shock Big Momma,,,,,,変異ショック ビッグママ,,,,,,突变电击型大妈,突變電擊型大媽,
IvElementToxicFemaleFat,entityclasses,Entity,,,Mutated Toxic Big Momma,,,,,,変異毒性 ビッグママ,,,,,,突变剧毒型大妈,突變劇毒型大媽,
IvElementFrostFemaleFat,entityclasses,Entity,,,Mutated Frozen Big Momma,,,,,,変異フローズン ビッグママ,,,,,,突变冰冻型大妈,突變冰凍型大媽,
IvElementSoulFemaleFat,entityclasses,Entity,,,Mutated Soul Eater Big Momma,,,,,,変異魂イーター ビッグママ,,,,,,突变蚀魂型大妈,突變蝕魂型大媽,
IvElementFireFatHawaiian,entityclasses,Entity,,,Mutated Flame Tourist,,,,,,変異炎 観光客,,,,,,突变火焰型观光客,突變火焰型觀光客,
IvElementElectricFatHawaiian,entityclasses,Entity,,,Mutated Shock Tourist,,,,,,変異ショック 観光客,,,,,,突变电击型观光客,突變電擊型觀光客,
IvElementToxicFatHawaiian,entityclasses,Entity,,,Mutated Toxic Tourist,,,,,,変異毒性 観光客,,,,,,突变剧毒型观光客,突變劇毒型觀光客,
IvElementFrostFatHawaiian,entityclasses,Entity,,,Mutated Frozen Tourist,,,,,,変異フローズン 観光客,,,,,,突变冰冻型观光客,突變冰凍型觀光客,
IvElementSoulFatHawaiian,entityclasses,Entity,,,Mutated Soul Eater Tourist,,,,,,変異魂イーター 観光客,,,,,,突变蚀魂型观光客,突變蝕魂型觀光客,
IvElementFireSkateboarder,entityclasses,Entity,,,Mutated Flame Thug,,,,,,変異炎 悪党,,,,,,突变火焰型暴徒,突變火焰型暴徒,
IvElementElectricSkateboarder,entityclasses,Entity,,,Mutated Shock Thug,,,,,,変異ショック 悪党,,,,,,突变电击型暴徒,突變電擊型暴徒,
IvElementToxicSkateboarder,entityclasses,Entity,,,Mutated Toxic Thug,,,,,,変異毒性 悪党,,,,,,突变剧毒型暴徒,突變劇毒型暴徒,
IvElementFrostSkateboarder,entityclasses,Entity,,,Mutated Frozen Thug,,,,,,変異フローズン 悪党,,,,,,突变冰冻型暴徒,突變冰凍型暴徒,
IvElementSoulSkateboarder,entityclasses,Entity,,,Mutated Soul Eater Thug,,,,,,変異魂イーター 悪党,,,,,,突变蚀魂型暴徒,突變蝕魂型暴徒,
IvElementFireSoldier,entityclasses,Entity,,,Mutated Flame Soldier,,,,,,変異炎 兵士,,,,,,突变火焰型士兵,突變火焰型士兵,
IvElementElectricSoldier,entityclasses,Entity,,,Mutated Shock Soldier,,,,,,変異ショック 兵士,,,,,,突变电击型士兵,突變電擊型士兵,
IvElementToxicSoldier,entityclasses,Entity,,,Mutated Toxic Soldier,,,,,,変異毒性 兵士,,,,,,突变剧毒型士兵,突變劇毒型士兵,
IvElementFrostSoldier,entityclasses,Entity,,,Mutated Frozen Soldier,,,,,,変異フローズン 兵士,,,,,,突变冰冻型士兵,突變冰凍型士兵,
IvElementSoulSoldier,entityclasses,Entity,,,Mutated Soul Eater Soldier,,,,,,変異魂イーター 兵士,,,,,,突变蚀魂型士兵,突變蝕魂型士兵,
IvElementFireWight,entityclasses,Entity,,,Mutated Flame Wight,,,,,,変異炎 ワイト,,,,,,突变火焰型恶灵,突變火焰型惡靈,
IvElementElectricWight,entityclasses,Entity,,,Mutated Shock Wight,,,,,,変異ショック ワイト,,,,,,突变电击型恶灵,突變電擊型惡靈,
IvElementToxicWight,entityclasses,Entity,,,Mutated Toxic Wight,,,,,,変異毒性 ワイト,,,,,,突变剧毒型恶灵,突變劇毒型惡靈,
IvElementFrostWight,entityclasses,Entity,,,Mutated Frozen Wight,,,,,,変異フローズン ワイト,,,,,,突变冰冻型恶灵,突變冰凍型惡靈,
IvElementSoulWight,entityclasses,Entity,,,Mutated Soul Eater Wight,,,,,,変異魂イーター ワイト,,,,,,突变蚀魂型恶灵,突變蝕魂型惡靈,
IvElementFireDemolition,entityclasses,Entity,,,Mutated Flame Demolition,,,,,,変異炎 解体ゾンビ,,,,,,突变火焰型破坏王,突變火焰型破壞王,
IvElementElectricDemolition,entityclasses,Entity,,,Mutated Shock Demolition,,,,,,変異ショック 解体ゾンビ,,,,,,突变电击型破坏王,突變電擊型破壞王,
IvElementToxicDemolition,entityclasses,Entity,,,Mutated Toxic Demolition,,,,,,変異毒性 解体ゾンビ,,,,,,突变剧毒型破坏王,突變劇毒型破壞王,
IvElementFrostDemolition,entityclasses,Entity,,,Mutated Frozen Demolition,,,,,,変異フローズン 解体ゾンビ,,,,,,突变冰冻型破坏王,突變冰凍型破壞王,
IvElementSoulDemolition,entityclasses,Entity,,,Mutated Soul Eater Demolition,,,,,,変異魂イーター 解体ゾンビ,,,,,,突变蚀魂型破坏王,突變蝕魂型破壞王,
IvElementFireFatPolice,entityclasses,Entity,,,Mutated Flame Police,,,,,,変異炎 警官,,,,,,突变火焰型胖警察,突變火焰型胖警察,
IvElementElectricFatPolice,entityclasses,Entity,,,Mutated Shock Police,,,,,,変異ショック 警官,,,,,,突变电击型胖警察,突變電擊型胖警察,
IvElementToxicFatPolice,entityclasses,Entity,,,Mutated Toxic Police,,,,,,変異毒性 警官,,,,,,突变剧毒型胖警察,突變劇毒型胖警察,
IvElementFrostFatPolice,entityclasses,Entity,,,Mutated Frozen Police,,,,,,変異フローズン 警官,,,,,,突变冰冻型胖警察,突變冰凍型胖警察,
IvElementSoulFatPolice,entityclasses,Entity,,,Mutated Soul Eater Police,,,,,,変異魂イーター 警官,,,,,,突变蚀魂型胖警察,突變蝕魂型胖警察,
IvElementCorruptedGnome,entityclasses,Entity,,,Corrupted Gnome,,,,,,破損したドワーフ,,,,,,腐化的侏儒,腐化的侏儒,
IvElementFireArleneSpecial,entityclasses,Entity,,,Mutated Evolution Flame Arlene,,,,,,変異体進化の炎 アーリーン,,,,,,突变进化火焰型艾琳,突變進化火焰型艾琳,
IvElementElectricArleneSpecial,entityclasses,Entity,,,Mutated Evolution Shock Arlene,,,,,,変異体進化のショック アーリーン,,,,,,突变进化电击型艾琳,突變進化電擊型艾琳,
IvElementToxicArleneSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Arlene,,,,,,変異体進化の毒性 アーリーン,,,,,,突变进化剧毒型艾琳,突變進化劇毒型艾琳,
IvElementFrostArleneSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Arlene,,,,,,変異体進化のフローズン アーリーン,,,,,,突变进化冰冻型艾琳,突變進化冰凍型艾琳,
IvElementSoulArleneSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Arlene,,,,,,変異体進化の魂イーター アーリーン,,,,,,突变进化蚀魂型艾琳,突變進化蝕魂型艾琳,
IvElementFireMarleneSpecial,entityclasses,Entity,,,Mutated Evolution Flame Marlene,,,,,,変異体進化の炎 マーリーン,,,,,,突变进化火焰型玛琳,突變進化火焰型瑪琳,
IvElementElectricMarleneSpecial,entityclasses,Entity,,,Mutated Evolution Shock Marlene,,,,,,変異体進化のショック マーリーン,,,,,,突变进化电击型玛琳,突變進化電擊型瑪琳,
IvElementToxicMarleneSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Marlene,,,,,,変異体進化の毒性 マーリーン,,,,,,突变进化剧毒型玛琳,突變進化劇毒型瑪琳,
IvElementFrostMarleneSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Marlene,,,,,,変異体進化のフローズン マーリーン,,,,,,突变进化冰冻型玛琳,突變進化冰凍型瑪琳,
IvElementSoulMarleneSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Marlene,,,,,,変異体進化の魂イーター マーリーン,,,,,,突变进化蚀魂型玛琳,突變進化蝕魂型瑪琳,
IvElementFirePartyGirlSpecial,entityclasses,Entity,,,Mutated Evolution Flame Party Girl,,,,,,変異体進化の炎 パーティーガール,,,,,,突变进化火焰型派对女孩,突變進化火焰型派對女孩,
IvElementElectricPartyGirlSpecial,entityclasses,Entity,,,Mutated Evolution Shock Party Girl,,,,,,変異体進化のショック パーティーガール,,,,,,突变进化电击型派对女孩,突變進化電擊型派對女孩,
IvElementToxicPartyGirlSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Party Girl,,,,,,変異体進化の毒性 パーティーガール,,,,,,突变进化剧毒型派对女孩,突變進化劇毒型派對女孩,
IvElementFrostPartyGirlSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Party Girl,,,,,,変異体進化のフローズン パーティーガール,,,,,,突变进化冰冻型派对女孩,突變進化冰凍型派對女孩,
IvElementSoulPartyGirlSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Party Girl,,,,,,変異体進化の魂イーター パーティーガール,,,,,,突变进化蚀魂型派对女孩,突變進化蝕魂型派對女孩,
IvElementFireNurseSpecial,entityclasses,Entity,,,Mutated Evolution Flame Nurse,,,,,,変異体進化の炎 看護師,,,,,,突变进化火焰型护士,突變進化火焰型護士,
IvElementElectricNurseSpecial,entityclasses,Entity,,,Mutated Evolution Shock Nurse,,,,,,変異体進化のショック 看護師,,,,,,突变进化电击型护士,突變進化電擊型護士,
IvElementToxicNurseSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Nurse,,,,,,変異体進化の毒性 看護師,,,,,,突变进化剧毒型护士,突變進化劇毒型護士,
IvElementFrostNurseSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Nurse,,,,,,変異体進化のフローズン 看護師,,,,,,突变进化冰冻型护士,突變進化冰凍型護士,
IvElementSoulNurseSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Nurse,,,,,,変異体進化の魂イーター 看護師,,,,,,突变进化蚀魂型护士,突變進化蝕魂型護士,
IvElementFireJoeSpecial,entityclasses,Entity,,,Mutated Evolution Flame Joe,,,,,,変異体進化の炎 ジョー,,,,,,突变进化火焰型乔伊,突變進化火焰型喬伊,
IvElementElectricJoeSpecial,entityclasses,Entity,,,Mutated Evolution Shock Joe,,,,,,変異体進化のショック ジョー,,,,,,突变进化电击型乔伊,突變進化電擊型喬伊,
IvElementToxicJoeSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Joe,,,,,,変異体進化の毒性 ジョー,,,,,,突变进化剧毒型乔伊,突變進化劇毒型喬伊,
IvElementFrostJoeSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Joe,,,,,,変異体進化のフローズン ジョー,,,,,,突变进化冰冻型乔伊,突變進化冰凍型喬伊,
IvElementSoulJoeSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Joe,,,,,,変異体進化の魂イーター ジョー,,,,,,突变进化蚀魂型乔伊,突變進化蝕魂型喬伊,
IvElementFireSteveSpecial,entityclasses,Entity,,,Mutated Evolution Flame Steve,,,,,,変異体進化の炎 スティーブ,,,,,,突变进化火焰型史蒂夫,突變進化火焰型史蒂夫,
IvElementElectricSteveSpecial,entityclasses,Entity,,,Mutated Evolution Shock Steve,,,,,,変異体進化のショック スティーブ,,,,,,突变进化电击型史蒂夫,突變進化電擊型史蒂夫,
IvElementToxicSteveSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Steve,,,,,,変異体進化の毒性 スティーブ,,,,,,突变进化剧毒型史蒂夫,突變進化劇毒型史蒂夫,
IvElementFrostSteveSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Steve,,,,,,変異体進化のフローズン スティーブ,,,,,,突变进化冰冻型史蒂夫,突變進化冰凍型史蒂夫,
IvElementSoulSteveSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Steve,,,,,,変異体進化の魂イーター スティーブ,,,,,,突变进化蚀魂型史蒂夫,突變進化蝕魂型史蒂夫,
IvElementFireTomClarkSpecial,entityclasses,Entity,,,Mutated Evolution Flame Tom Clark,,,,,,変異体進化の炎 トム・クラーク,,,,,,突变进化火焰型汤姆克拉克,突變進化火焰型湯姆克拉克,
IvElementElectricTomClarkSpecial,entityclasses,Entity,,,Mutated Evolution Shock Tom Clark,,,,,,変異体進化のショック トム・クラーク,,,,,,突变进化电击型汤姆克拉克,突變進化電擊型湯姆克拉克,
IvElementToxicTomClarkSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Tom Clark,,,,,,変異体進化の毒性 トム・クラーク,,,,,,突变进化剧毒型汤姆克拉克,突變進化劇毒型湯姆克拉克,
IvElementFrostTomClarkSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Tom Clark,,,,,,変異体進化のフローズン トム・クラーク,,,,,,突变进化冰冻型汤姆克拉克,突變進化冰凍型湯姆克拉克,
IvElementSoulTomClarkSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Tom Clark,,,,,,変異体進化の魂イーター トム・クラーク,,,,,,突变进化蚀魂型汤姆克拉克,突變進化蝕魂型湯姆克拉克,
IvElementFireBusinessManSpecial,entityclasses,Entity,,,Mutated Evolution Flame Businessman,,,,,,変異体進化の炎 ビジネスマン,,,,,,突变进化火焰型商人,突變進化火焰型商人,
IvElementElectricBusinessManSpecial,entityclasses,Entity,,,Mutated Evolution Shock Businessman,,,,,,変異体進化のショック ビジネスマン,,,,,,突变进化电击型商人,突變進化電擊型商人,
IvElementToxicBusinessManSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Businessman,,,,,,変異体進化の毒性 ビジネスマン,,,,,,突变进化剧毒型商人,突變進化劇毒型商人,
IvElementFrostBusinessManSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Businessman,,,,,,変異体進化のフローズン ビジネスマン,,,,,,突变进化冰冻型商人,突變進化冰凍型商人,
IvElementSoulBusinessManSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Businessman,,,,,,変異体進化の魂イーター ビジネスマン,,,,,,突变进化蚀魂型商人,突變進化蝕魂型商人,
IvElementFireBurntSpecial,entityclasses,Entity,,,Mutated Evolution Flame Burnt,,,,,,変異体進化の炎 焦げたゾンビ,,,,,,突变进化火焰型灼烧者,突變進化火焰型灼燒者,
IvElementElectricBurntSpecial,entityclasses,Entity,,,Mutated Evolution Shock Burnt,,,,,,変異体進化のショック 焦げたゾンビ,,,,,,突变进化电击型灼烧者,突變進化電擊型灼燒者,
IvElementToxicBurntSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Burnt,,,,,,変異体進化の毒性 焦げたゾンビ,,,,,,突变进化剧毒型灼烧者,突變進化劇毒型灼燒者,
IvElementFrostBurntSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Burnt,,,,,,変異体進化のフローズン 焦げたゾンビ,,,,,,突变进化冰冻型灼烧者,突變進化冰凍型灼燒者,
IvElementSoulBurntSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Burnt,,,,,,変異体進化の魂イーター 焦げたゾンビ,,,,,,突变进化蚀魂型灼烧者,突變進化蝕魂型灼燒者,
IvElementFireBoeSpecial,entityclasses,Entity,,,Mutated Evolution Flame Boe,,,,,,変異体進化の炎 ボウ,,,,,,突变进化火焰型Boe,突變進化火焰型Boe,
IvElementElectricBoeSpecial,entityclasses,Entity,,,Mutated Evolution Shock Boe,,,,,,変異体進化のショック ボウ,,,,,,突变进化电击型Boe,突變進化電擊型Boe,
IvElementToxicBoeSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Boe,,,,,,変異体進化の毒性 ボウ,,,,,,突变进化剧毒型Boe,突變進化劇毒型Boe,
IvElementFrostBoeSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Boe,,,,,,変異体進化のフローズン ボウ,,,,,,突变进化冰冻型Boe,突變進化冰凍型Boe,
IvElementSoulBoeSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Boe,,,,,,変異体進化の魂イーター ボウ,,,,,,突变进化蚀魂型Boe,突變進化蝕魂型Boe,
