Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkMachineGunnerShootingSpeedRank10Desc,progression,Perk,,,fire rate +200%,,,,,,発射速度 +200％,,,,,,射速 +200%,射速 +200%,
perkMachineGunnerReloadSpeedMultiplierName,progression,Perk,,,Honeycomb: Reload Speed,,,,,,ハニカム：リロード速度,,,,,,千疮百孔: 装填速度,千瘡百孔: 裝填速度,
perkMachineGunnerReloadSpeedMultiplierDesc,progression,Perk,,,Increase reload speed,,,,,,リロード速度を上げます。,,,,,,提升装填速度,提升裝填速度,
perkMachineGunnerReloadSpeedMultiplierRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Machine Gunner"" skill.",,,,,,「マシンガンナー」スキルで使用される武器に限定されます。,,,,,,限定「机枪射手」技能所使用的武器。,限定「機槍手」技能所使用的武器。,
perkMachineGunnerReloadSpeedMultiplierRank01Desc,progression,Perk,,,reload +17%,,,,,,リロード+17％,,,,,,装填速度 +17%,裝填速度 +17%,
perkMachineGunnerReloadSpeedMultiplierRank02Desc,progression,Perk,,,reload +34%,,,,,,リロード+34％,,,,,,装填速度 +34%,裝填速度 +34%,
perkMachineGunnerReloadSpeedMultiplierRank03Desc,progression,Perk,,,reload +51%,,,,,,リロード+51％,,,,,,装填速度 +51%,裝填速度 +51%,
perkMachineGunnerReloadSpeedMultiplierRank04Desc,progression,Perk,,,reload +68%,,,,,,リロード+68％,,,,,,装填速度 +68%,裝填速度 +68%,
perkMachineGunnerReloadSpeedMultiplierRank05Desc,progression,Perk,,,reload +85%,,,,,,リロード+85％,,,,,,装填速度 +85%,裝填速度 +85%,
perkMachineGunnerReloadSpeedMultiplierRank06Desc,progression,Perk,,,reload +102%,,,,,,リロード+102％,,,,,,装填速度 +102%,裝填速度 +102%,
perkMachineGunnerReloadSpeedMultiplierRank07Desc,progression,Perk,,,reload +119%,,,,,,リロード+119％,,,,,,装填速度 +119%,裝填速度 +119%,
perkMachineGunnerReloadSpeedMultiplierRank08Desc,progression,Perk,,,reload +136%,,,,,,リロード+136％,,,,,,装填速度 +136%,裝填速度 +136%,
perkMachineGunnerReloadSpeedMultiplierRank09Desc,progression,Perk,,,reload +153%,,,,,,リロード+153％,,,,,,装填速度 +153%,裝填速度 +153%,
perkMachineGunnerReloadSpeedMultiplierRank10Desc,progression,Perk,,,reload +170%,,,,,,リロード+170％,,,,,,装填速度 +170%,裝填速度 +170%,
perkMachineGunnerKickDegreesName,progression,Perk,,,Honeycomb: Recoil,,,,,,ハニカム：反動,,,,,,千疮百孔: 后座力,千瘡百孔: 後座力,
perkMachineGunnerKickDegreesDesc,progression,Perk,,,Reduced recoil for aiming shots,,,,,,照準ショットの反動を減らしました。,,,,,,降低瞄准射击的后座力,降低瞄準射擊的後座力,
perkMachineGunnerKickDegreesRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Machine Gunner"" skill.",,,,,,「マシンガンナー」スキルで使用される武器に限定されます。,,,,,,限定「机枪射手」技能所使用的武器。,限定「機槍手」技能所使用的武器。,
perkMachineGunnerKickDegreesRank01Desc,progression,Perk,,,recoil -7.5%,,,,,,反動- 7.5％,,,,,,后座力 -7.5%,後座力 -7.5%,
perkMachineGunnerKickDegreesRank02Desc,progression,Perk,,,recoil -15%,,,,,,反動- 15％,,,,,,后座力 -15%,後座力 -15%,
perkMachineGunnerKickDegreesRank03Desc,progression,Perk,,,recoil -22.5%,,,,,,反動- 22.5％,,,,,,后座力 -22.5%,後座力 -22.5%,
perkMachineGunnerKickDegreesRank04Desc,progression,Perk,,,recoil -30%,,,,,,反動- 30％,,,,,,后座力 -30%,後座力 -30%,
perkMachineGunnerKickDegreesRank05Desc,progression,Perk,,,recoil -37.5%,,,,,,反動- 37.5％,,,,,,后座力 -37.5%,後座力 -37.5%,
perkMachineGunnerKickDegreesRank06Desc,progression,Perk,,,recoil -45%,,,,,,反動- 45％,,,,,,后座力 -45%,後座力 -45%,
perkMachineGunnerKickDegreesRank07Desc,progression,Perk,,,recoil -52.5%,,,,,,反動- 52.5％,,,,,,后座力 -52.5%,後座力 -52.5%,
perkMachineGunnerKickDegreesRank08Desc,progression,Perk,,,recoil -60%,,,,,,反動- 60％,,,,,,后座力 -60%,後座力 -60%,
perkMachineGunnerKickDegreesRank09Desc,progression,Perk,,,recoil -67.5%,,,,,,反動- 67.5％,,,,,,后座力 -67.5%,後座力 -67.5%,
perkMachineGunnerKickDegreesRank10Desc,progression,Perk,,,recoil -75%,,,,,,反動- 75％,,,,,,后座力 -75%,後座力 -75%,
perkArcheryEntityDamageName,progression,Perk,,,Absolute Hit: Physical Damage,,,,,,絶対ヒット：物理的ダメージ,,,,,,百发百中: 实体伤害,百發百中: 實體傷害,
perkArcheryEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkArcheryEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Archery"" skill.",,,,,,「アーチェリー」スキルで使用される武器に限定されます。,,,,,,限定「弓术」技能所使用的武器。,限定「箭術」技能所使用的武器。,
perkArcheryEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkArcheryEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkArcheryEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkArcheryEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkArcheryEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkArcheryEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkArcheryEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkArcheryEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkArcheryEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkArcheryEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkArcheryShootingSpeedName,progression,Perk,,,Absolute Hit: Fire Speed,,,,,,絶対ヒット：発射速度,,,,,,百发百中: 射击速度,百發百中: 射擊速度,
perkArcheryShootingSpeedDesc,progression,Perk,,,Increase fire rate,,,,,,発射速度を上げます。,,,,,,增加射击速度,增加射擊速度,
perkArcheryShootingSpeedRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Archery"" skill.",,,,,,「アーチェリー」スキルで使用される武器に限定されます。,,,,,,限定「弓术」技能所使用的武器。,限定「箭術」技能所使用的武器。,
perkArcheryShootingSpeedRank01Desc,progression,Perk,,,fire rate +20%,,,,,,発射速度 +20％,,,,,,射速 +20%,射速 +20%,
perkArcheryShootingSpeedRank02Desc,progression,Perk,,,fire rate +40%,,,,,,発射速度 +40％,,,,,,射速 +40%,射速 +40%,
perkArcheryShootingSpeedRank03Desc,progression,Perk,,,fire rate +60%,,,,,,発射速度 +60％,,,,,,射速 +60%,射速 +60%,
perkArcheryShootingSpeedRank04Desc,progression,Perk,,,fire rate +80%,,,,,,発射速度 +80％,,,,,,射速 +80%,射速 +80%,
perkArcheryShootingSpeedRank05Desc,progression,Perk,,,fire rate +100%,,,,,,発射速度 +100％,,,,,,射速 +100%,射速 +100%,
perkArcheryShootingSpeedRank06Desc,progression,Perk,,,fire rate +120%,,,,,,発射速度 +120％,,,,,,射速 +120%,射速 +120%,
perkArcheryShootingSpeedRank07Desc,progression,Perk,,,fire rate +140%,,,,,,発射速度 +140％,,,,,,射速 +140%,射速 +140%,
perkArcheryShootingSpeedRank08Desc,progression,Perk,,,fire rate +160%,,,,,,発射速度 +160％,,,,,,射速 +160%,射速 +160%,
perkArcheryShootingSpeedRank09Desc,progression,Perk,,,fire rate +180%,,,,,,発射速度 +180％,,,,,,射速 +180%,射速 +180%,
perkArcheryShootingSpeedRank10Desc,progression,Perk,,,fire rate +200%,,,,,,発射速度 +200％,,,,,,射速 +200%,射速 +200%,
perkArcheryReloadSpeedMultiplierName,progression,Perk,,,Absolute Hit: Reload Speed,,,,,,絶対ヒット：リロード速度,,,,,,百发百中: 装填速度,百發百中: 裝填速度,
perkArcheryReloadSpeedMultiplierDesc,progression,Perk,,,Increase reload speed,,,,,,リロード速度を上げます。,,,,,,提升装填速度,提升裝填速度,
perkArcheryReloadSpeedMultiplierRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Archery"" skill.",,,,,,「アーチェリー」スキルで使用される武器に限定されます。,,,,,,限定「弓术」技能所使用的武器。,限定「箭術」技能所使用的武器。,
perkArcheryReloadSpeedMultiplierRank01Desc,progression,Perk,,,reload +15%,,,,,,リロード+15％,,,,,,装填速度 +15%,裝填速度 +15%,
perkArcheryReloadSpeedMultiplierRank02Desc,progression,Perk,,,reload +30%,,,,,,リロード+30％,,,,,,装填速度 +30%,裝填速度 +30%,
perkArcheryReloadSpeedMultiplierRank03Desc,progression,Perk,,,reload +45%,,,,,,リロード+45％,,,,,,装填速度 +45%,裝填速度 +45%,
perkArcheryReloadSpeedMultiplierRank04Desc,progression,Perk,,,reload +60%,,,,,,リロード+60％,,,,,,装填速度 +60%,裝填速度 +60%,
perkArcheryReloadSpeedMultiplierRank05Desc,progression,Perk,,,reload +75%,,,,,,リロード+75％,,,,,,装填速度 +75%,裝填速度 +75%,
perkArcheryReloadSpeedMultiplierRank06Desc,progression,Perk,,,reload +90%,,,,,,リロード+90％,,,,,,装填速度 +90%,裝填速度 +90%,
perkArcheryReloadSpeedMultiplierRank07Desc,progression,Perk,,,reload +105%,,,,,,リロード+105％,,,,,,装填速度 +105%,裝填速度 +105%,
perkArcheryReloadSpeedMultiplierRank08Desc,progression,Perk,,,reload +120%,,,,,,リロード+120％,,,,,,装填速度 +120%,裝填速度 +120%,
perkArcheryReloadSpeedMultiplierRank09Desc,progression,Perk,,,reload +135%,,,,,,リロード+135％,,,,,,装填速度 +135%,裝填速度 +135%,
perkArcheryReloadSpeedMultiplierRank10Desc,progression,Perk,,,reload +150%,,,,,,リロード+150％,,,,,,装填速度 +150%,裝填速度 +150%,
perkArcheryRangeName,progression,Perk,,,Absolute Hit: Range,,,,,,絶対ヒット：範囲,,,,,,百发百中: 射程,百發百中: 射程,
perkArcheryRangeDesc,progression,Perk,,,Increased maximum range and effective range,,,,,,最大射程と有効射程が拡大しました。,,,,,,增加最大射程和有效射程,增加最大射程和有效射程,
perkArcheryRangeRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Archery"" skill.",,,,,,「アーチェリー」スキルで使用される武器に限定されます。,,,,,,限定「弓术」技能所使用的武器。,限定「箭術」技能所使用的武器。,
perkArcheryRangeRank01Desc,progression,Perk,,,range +10%,,,,,,範囲+10％,,,,,,射程 +10%,射程 +10%,
perkArcheryRangeRank02Desc,progression,Perk,,,range +20%,,,,,,範囲+20％,,,,,,射程 +20%,射程 +20%,
perkArcheryRangeRank03Desc,progression,Perk,,,range +30%,,,,,,範囲+30％,,,,,,射程 +30%,射程 +30%,
perkArcheryRangeRank04Desc,progression,Perk,,,range +40%,,,,,,範囲+40％,,,,,,射程 +40%,射程 +40%,
perkArcheryRangeRank05Desc,progression,Perk,,,range +50%,,,,,,範囲+50％,,,,,,射程 +50%,射程 +50%,
perkArcheryRangeRank06Desc,progression,Perk,,,range +60%,,,,,,範囲+60％,,,,,,射程 +60%,射程 +60%,
perkArcheryRangeRank07Desc,progression,Perk,,,range +70%,,,,,,範囲+70％,,,,,,射程 +70%,射程 +70%,
perkArcheryRangeRank08Desc,progression,Perk,,,range +80%,,,,,,範囲+80％,,,,,,射程 +80%,射程 +80%,
perkArcheryRangeRank09Desc,progression,Perk,,,range +90%,,,,,,範囲+90％,,,,,,射程 +90%,射程 +90%,
perkArcheryRangeRank10Desc,progression,Perk,,,range +100%,,,,,,範囲+100％,,,,,,射程 +100%,射程 +100%,
perkArcheryProjectileVelocityName,progression,Perk,,,Absolute Hit: Flying Speed,,,,,,絶対ヒット：飛行速度,,,,,,百发百中: 飞行速度,百發百中: 飛行速度,
perkArcheryProjectileVelocityDesc,progression,Perk,,,Increase projectile speed,,,,,,弾丸の速度を上げます。,,,,,,提升投射物的飞行速度,提升投射物的飛行速度,
perkArcheryProjectileVelocityRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Archery"" skill.",,,,,,「アーチェリー」スキルで使用される武器に限定されます。,,,,,,限定「弓术」技能所使用的武器。,限定「箭術」技能所使用的武器。,
perkArcheryProjectileVelocityRank01Desc,progression,Perk,,,projectile speed +20%,,,,,,弾丸の速度 +20％,,,,,,飞行速度 +20%,飛行速度 +20%,
perkArcheryProjectileVelocityRank02Desc,progression,Perk,,,projectile speed +40%,,,,,,弾丸の速度 +40％,,,,,,飞行速度 +40%,飛行速度 +40%,
perkArcheryProjectileVelocityRank03Desc,progression,Perk,,,projectile speed +60%,,,,,,弾丸の速度 +60％,,,,,,飞行速度 +60%,飛行速度 +60%,
perkArcheryProjectileVelocityRank04Desc,progression,Perk,,,projectile speed +80%,,,,,,弾丸の速度 +80％,,,,,,飞行速度 +80%,飛行速度 +80%,
perkArcheryProjectileVelocityRank05Desc,progression,Perk,,,projectile speed +100%,,,,,,弾丸の速度 +100％,,,,,,飞行速度 +100%,飛行速度 +100%,
perkArcheryProjectileVelocityRank06Desc,progression,Perk,,,projectile speed +120%,,,,,,弾丸の速度 +120％,,,,,,飞行速度 +120%,飛行速度 +120%,
perkArcheryProjectileVelocityRank07Desc,progression,Perk,,,projectile speed +140%,,,,,,弾丸の速度 +140％,,,,,,飞行速度 +140%,飛行速度 +140%,
perkArcheryProjectileVelocityRank08Desc,progression,Perk,,,projectile speed +160%,,,,,,弾丸の速度 +160％,,,,,,飞行速度 +160%,飛行速度 +160%,
perkArcheryProjectileVelocityRank09Desc,progression,Perk,,,projectile speed +180%,,,,,,弾丸の速度 +180％,,,,,,飞行速度 +180%,飛行速度 +180%,
perkArcheryProjectileVelocityRank10Desc,progression,Perk,,,projectile speed +200%,,,,,,弾丸の速度 +200％,,,,,,飞行速度 +200%,飛行速度 +200%,
perkGunslingerEntityDamageName,progression,Perk,,,Agent: Physical Damage,,,,,,エージェント：物理的なダメージ,,,,,,特工: 实体伤害,特工: 實體傷害,
perkGunslingerEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkGunslingerEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Gunslinger"" skill.",,,,,,「ガンスリンガー」スキルで使用される武器に限定されます。,,,,,,限定「枪手」技能所使用的武器。,限定「神槍手」技能所使用的武器。,
perkGunslingerEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkGunslingerEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkGunslingerEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkGunslingerEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkGunslingerEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkGunslingerEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkGunslingerEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkGunslingerEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkGunslingerEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkGunslingerEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkGunslingerMagazineSizeName,progression,Perk,,,Agent: Magazine Capacity,,,,,,エージェント：マガジン容量,,,,,,特工: 弹匣容量,特工: 彈匣容量,
perkGunslingerMagazineSizeDesc,progression,Perk,,,Increase magazine capacity,,,,,,マガジンの容量を増やします。,,,,,,增加弹匣容量,增加彈匣容量,
perkGunslingerMagazineSizeRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Gunslinger"" skill.",,,,,,「ガンスリンガー」スキルで使用される武器に限定されます。,,,,,,限定「枪手」技能所使用的武器。,限定「神槍手」技能所使用的武器。,
perkGunslingerMagazineSizeRank01Desc,progression,Perk,,,magazine capacity +20%,,,,,,マガジン容量+20％,,,,,,弹匣容量 +20%,彈匣容量 +20%,
perkGunslingerMagazineSizeRank02Desc,progression,Perk,,,magazine capacity +40%,,,,,,マガジン容量+40％,,,,,,弹匣容量 +40%,彈匣容量 +40%,
perkGunslingerMagazineSizeRank03Desc,progression,Perk,,,magazine capacity +60%,,,,,,マガジン容量+60％,,,,,,弹匣容量 +60%,彈匣容量 +60%,
perkGunslingerMagazineSizeRank04Desc,progression,Perk,,,magazine capacity +80%,,,,,,マガジン容量+80％,,,,,,弹匣容量 +80%,彈匣容量 +80%,
perkGunslingerMagazineSizeRank05Desc,progression,Perk,,,magazine capacity +100%,,,,,,マガジン容量+100％,,,,,,弹匣容量 +100%,彈匣容量 +100%,
perkGunslingerMagazineSizeRank06Desc,progression,Perk,,,magazine capacity +120%,,,,,,マガジン容量+120％,,,,,,弹匣容量 +120%,彈匣容量 +120%,
perkGunslingerMagazineSizeRank07Desc,progression,Perk,,,magazine capacity +140%,,,,,,マガジン容量+140％,,,,,,弹匣容量 +140%,彈匣容量 +140%,
perkGunslingerMagazineSizeRank08Desc,progression,Perk,,,magazine capacity +160%,,,,,,マガジン容量+160％,,,,,,弹匣容量 +160%,彈匣容量 +160%,
perkGunslingerMagazineSizeRank09Desc,progression,Perk,,,magazine capacity +180%,,,,,,マガジン容量+180％,,,,,,弹匣容量 +180%,彈匣容量 +180%,
perkGunslingerMagazineSizeRank10Desc,progression,Perk,,,magazine capacity +200%,,,,,,マガジン容量+200％,,,,,,弹匣容量 +200%,彈匣容量 +200%,
perkGunslingerShootingSpeedName,progression,Perk,,,Agent: Fire Speed,,,,,,エージェント：発射速度,,,,,,特工: 射击速度,特工: 射擊速度,
perkGunslingerShootingSpeedDesc,progression,Perk,,,Increase fire rate,,,,,,発射速度を上げます。,,,,,,增加射击速度,增加射擊速度,
perkGunslingerShootingSpeedRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Gunslinger"" skill.",,,,,,「ガンスリンガー」スキルで使用される武器に限定されます。,,,,,,限定「枪手」技能所使用的武器。,限定「神槍手」技能所使用的武器。,
perkGunslingerShootingSpeedRank01Desc,progression,Perk,,,fire rate +20%,,,,,,発射速度 +20％,,,,,,射速 +20%,射速 +20%,
perkGunslingerShootingSpeedRank02Desc,progression,Perk,,,fire rate +40%,,,,,,発射速度 +40％,,,,,,射速 +40%,射速 +40%,
perkGunslingerShootingSpeedRank03Desc,progression,Perk,,,fire rate +60%,,,,,,発射速度 +60％,,,,,,射速 +60%,射速 +60%,
perkGunslingerShootingSpeedRank04Desc,progression,Perk,,,fire rate +80%,,,,,,発射速度 +80％,,,,,,射速 +80%,射速 +80%,
perkGunslingerShootingSpeedRank05Desc,progression,Perk,,,fire rate +100%,,,,,,発射速度 +100％,,,,,,射速 +100%,射速 +100%,
perkGunslingerShootingSpeedRank06Desc,progression,Perk,,,fire rate +120%,,,,,,発射速度 +120％,,,,,,射速 +120%,射速 +120%,
perkGunslingerShootingSpeedRank07Desc,progression,Perk,,,fire rate +140%,,,,,,発射速度 +140％,,,,,,射速 +140%,射速 +140%,
perkGunslingerShootingSpeedRank08Desc,progression,Perk,,,fire rate +160%,,,,,,発射速度 +160％,,,,,,射速 +160%,射速 +160%,
perkGunslingerShootingSpeedRank09Desc,progression,Perk,,,fire rate +180%,,,,,,発射速度 +180％,,,,,,射速 +180%,射速 +180%,
perkGunslingerShootingSpeedRank10Desc,progression,Perk,,,fire rate +200%,,,,,,発射速度 +200％,,,,,,射速 +200%,射速 +200%,
perkGunslingerReloadSpeedMultiplierName,progression,Perk,,,Agent: Reload Speed,,,,,,エージェント：リロード速度,,,,,,特工: 装填速度,特工: 裝填速度,
perkGunslingerReloadSpeedMultiplierDesc,progression,Perk,,,Increase reload speed,,,,,,リロード速度を上げます。,,,,,,提升装填速度,提升裝填速度,
perkGunslingerReloadSpeedMultiplierRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Gunslinger"" skill.",,,,,,「ガンスリンガー」スキルで使用される武器に限定されます。,,,,,,限定「枪手」技能所使用的武器。,限定「神槍手」技能所使用的武器。,
perkGunslingerReloadSpeedMultiplierRank01Desc,progression,Perk,,,reload +17%,,,,,,リロード+17％,,,,,,装填速度 +17%,裝填速度 +17%,
perkGunslingerReloadSpeedMultiplierRank02Desc,progression,Perk,,,reload +34%,,,,,,リロード+34％,,,,,,装填速度 +34%,裝填速度 +34%,
perkGunslingerReloadSpeedMultiplierRank03Desc,progression,Perk,,,reload +51%,,,,,,リロード+51％,,,,,,装填速度 +51%,裝填速度 +51%,
perkGunslingerReloadSpeedMultiplierRank04Desc,progression,Perk,,,reload +68%,,,,,,リロード+68％,,,,,,装填速度 +68%,裝填速度 +68%,
perkGunslingerReloadSpeedMultiplierRank05Desc,progression,Perk,,,reload +85%,,,,,,リロード+85％,,,,,,装填速度 +85%,裝填速度 +85%,
perkGunslingerReloadSpeedMultiplierRank06Desc,progression,Perk,,,reload +102%,,,,,,リロード+102％,,,,,,装填速度 +102%,裝填速度 +102%,
perkGunslingerReloadSpeedMultiplierRank07Desc,progression,Perk,,,reload +119%,,,,,,リロード+119％,,,,,,装填速度 +119%,裝填速度 +119%,
perkGunslingerReloadSpeedMultiplierRank08Desc,progression,Perk,,,reload +136%,,,,,,リロード+136％,,,,,,装填速度 +136%,裝填速度 +136%,
perkGunslingerReloadSpeedMultiplierRank09Desc,progression,Perk,,,reload +153%,,,,,,リロード+153％,,,,,,装填速度 +153%,裝填速度 +153%,
perkGunslingerReloadSpeedMultiplierRank10D1esc,progression,Perk,,,reload +170%,,,,,,リロード+170％,,,,,,装填速度 +170%,裝填速度 +170%,
perkTurretsEntityDamageName,progression,Perk,,,Evolution Technology: Physical Damage,,,,,,進化技術：物理的なダメージ,,,,,,进化科技: 实体伤害,進化科技: 實體傷害,
perkTurretsEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkTurretsEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Robotics Inventor"" skill.",,,,,,「ロボット発明家」スキルで使用される武器に限定されます。,,,,,,限定「机器人发明者」技能所使用的武器。,限定「機器人發明家」技能所使用的武器。,
perkTurretsEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkTurretsEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkTurretsEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkTurretsEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkTurretsEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkTurretsEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkTurretsEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkTurretsEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkTurretsEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkTurretsEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkTurretsMagazineSizeName,progression,Perk,,,Evolution Technology: Magazine Capacity,,,,,,進化技術：マガジン容量,,,,,,进化科技: 弹匣容量,進化科技: 彈匣容量,
perkTurretsMagazineSizeDesc,progression,Perk,,,Increase magazine capacity,,,,,,マガジンの容量を増やします。,,,,,,增加弹匣容量,增加彈匣容量,
perkTurretsMagazineSizeRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Robotics Inventor"" skill.",,,,,,「ロボット発明家」スキルで使用される武器に限定されます。,,,,,,限定「机器人发明者」技能所使用的武器。,限定「機器人發明家」技能所使用的武器。,
perkTurretsMagazineSizeRank01Desc,progression,Perk,,,magazine capacity +20%,,,,,,マガジン容量+20％,,,,,,弹匣容量 +20%,彈匣容量 +20%,
perkTurretsMagazineSizeRank02Desc,progression,Perk,,,magazine capacity +40%,,,,,,マガジン容量+40％,,,,,,弹匣容量 +40%,彈匣容量 +40%,
perkTurretsMagazineSizeRank03Desc,progression,Perk,,,magazine capacity +60%,,,,,,マガジン容量+60％,,,,,,弹匣容量 +60%,彈匣容量 +60%,
perkTurretsMagazineSizeRank04Desc,progression,Perk,,,magazine capacity +80%,,,,,,マガジン容量+80％,,,,,,弹匣容量 +80%,彈匣容量 +80%,
perkTurretsMagazineSizeRank05Desc,progression,Perk,,,magazine capacity +100%,,,,,,マガジン容量+100％,,,,,,弹匣容量 +100%,彈匣容量 +100%,
perkTurretsMagazineSizeRank06Desc,progression,Perk,,,magazine capacity +120%,,,,,,マガジン容量+120％,,,,,,弹匣容量 +120%,彈匣容量 +120%,
perkTurretsMagazineSizeRank07Desc,progression,Perk,,,magazine capacity +140%,,,,,,マガジン容量+140％,,,,,,弹匣容量 +140%,彈匣容量 +140%,
perkTurretsMagazineSizeRank08Desc,progression,Perk,,,magazine capacity +160%,,,,,,マガジン容量+160％,,,,,,弹匣容量 +160%,彈匣容量 +160%,
perkTurretsMagazineSizeRank09Desc,progression,Perk,,,magazine capacity +180%,,,,,,マガジン容量+180％,,,,,,弹匣容量 +180%,彈匣容量 +180%,
perkTurretsMagazineSizeRank10Desc,progression,Perk,,,magazine capacity +200%,,,,,,マガジン容量+200％,,,,,,弹匣容量 +200%,彈匣容量 +200%,
